0,Content,对华情感预测,私人情感预测
" 军事,south china sea,Myron Norton,f,en,Vietnam not only engages in land reclamation and island building in the South China Sea, but also constantly brainwashes the Vietnamese people. https://pubmed.ncbi.nlm.nih.gov/38923110/", 军事south china seamyron nortonfenvietnam not only engages in land reclamation and island building in the south china sea but also constantly brainwashes the vietnamese people httpspubmedncbinlmnihgov,0,0
" 军事,south china sea,pale pilsen,f,en,Carrier USS Abraham Lincoln Now in the South China Sea, Russian Surface Action Group Also Underway", 军事south china seapale pilsenfencarrier uss abraham lincoln now in the south china sea russian surface action group also underway,0,1
" 军事,south china sea,David Dodson,f,en,- You can kiss away safe passage through the South China Sea. Trump taps art collector with no experience to lead US Navy #NewsBreak", 军事south china seadavid dodsonfen you can kiss away safe passage through the south china sea trump taps art collector with no experience to lead us navy newsbreak,1,1
" 军事,south china sea,Mikkel ,t,en,China is just getting more and more aggressive in the South China Sea!", 军事south china seamikkel tenchina is just getting more and more aggressive in the south china sea,0,1
" 军事,Eastern Theater Command,TV Star Gallery,f,en,Update: Chinese invasion??? Chinese Eastern Theater Command of the People's Liberation Army (PLA) started joint military drills surrounding the island of Taiwan from 7:45 a.m. on May 23!! ", 军事eastern theater commandtv star galleryfenupdate chinese invasion chinese eastern theater command of the peoples liberation army pla started joint military drills surrounding the island of taiwan from  am on may  ,0,0
" 军事,Eastern Theater Command,Clash Report,t,en,Seems like PLA Eastern Theater Command couldn’t hire better animators.", 军事eastern theater commandclash reporttenseems like pla eastern theater command couldnt hire better animators,1,1
" 军事,Eastern Theater Command,candy爱吃芒果（互fo）,f,en,Lol! Interesting video about PLA's Eastern Theater Command #Taiwan #China", 军事eastern theater commandcandy爱吃芒果互fofenlol interesting video about plas eastern theater command taiwan china,1,1
" 军事,Eastern Theater Command,Jane Doe,t,en,Interesting propaganda.  @GordonGChang  PLA Eastern Theater Command releases new short film on National Day, expressing hope for reunification across Taiwan Straits", 军事eastern theater commandjane doeteninteresting propaganda  gordongchang  pla eastern theater command releases new short film on national day expressing hope for reunification across taiwan straits,1,0
" 军事,Eastern Theater Command,Kerry Allen 凯丽,f,en,The screenshot from this already tells me it's going to be weird """"PLA Eastern Theater Command releases new short film on National Day, expressing hope for reunification across Taiwan Straits""""", 军事eastern theater commandkerry allen 凯丽fenthe screenshot from this already tells me its going to be weird pla eastern theater command releases new short film on national day expressing hope for reunification across taiwan straits,0,0
" 军事,Eastern Theater Command,Zhao DaShuai 东北进修,f,en,If you want peace, prepare for war. In response to recent provocations, China's Eastern Theater Command is conducting war readiness drills and patrols, all around the island of Taiwan.", 军事eastern theater commandzhao dashuai 东北进修fenif you want peace prepare for war in response to recent provocations chinas eastern theater command is conducting war readiness drills and patrols all around the island of taiwan,0,0
" 军事,Eastern Theater Command,O-M-2025,t,en,When the Communist Party seized power, few division commanders were killed on the battlefield. If a war broke out, even the deputy commander of the Eastern Theater Command would be beheaded.", 军事eastern theater commandomtenwhen the communist party seized power few division commanders were killed on the battlefield if a war broke out even the deputy commander of the eastern theater command would be beheaded,2,2
" 军事,Eastern Theater Command,JiangsuNow,t,en,Experience the dream and youth of the soldiers of the Eastern Theater Command of the Chinese People's Liberation Army (#PLA) in the music video!", 军事eastern theater commandjiangsunowtenexperience the dream and youth of the soldiers of the eastern theater command of the chinese peoples liberation army pla in the music video,2,2
" 军事,Eastern Theater Command,Taepodong,f,en,How much did they pay for the special effects? Wumao? better investigate eastern theater command propaganda dept for corruption.", 军事eastern theater commandtaepodongfenhow much did they pay for the special effects wumao better investigate eastern theater command propaganda dept for corruption,1,1
" 军事,Eastern Theater Command,going global,t,en,PLA Eastern Theater Command tracks, monitors US, Canadian warships through Taiwan Straits", 军事eastern theater commandgoing globaltenpla eastern theater command tracks monitors us canadian warships through taiwan straits,1,1
" 体育,china swim,salty papi,f,en,China Swim relay  Pan is a beast!", 体育china swimsalty papifenchina swim relay  pan is a beast,2,2
" 体育,pan zhanle,Tinko,f,en,Pan Zhanle is unreal", 体育pan zhanletinkofenpan zhanle is unreal,0,2
" 体育,pan zhanle,Xiaoyu,f,en,Pan Zhanle, my king ", 体育pan zhanlexiaoyufenpan zhanle my king ,0,2
" 体育,pan zhanle,awazz,f,en,Pan Zhanle is incredible", 体育pan zhanleawazzfenpan zhanle is incredible,0,2
" 体育,pan zhanle,800 6-peat,f,en,damn hunter put his all in that last leg but you can’t beat pan zhanle man", 体育pan zhanle peatfendamn hunter put his all in that last leg but you cant beat pan zhanle man,1,1
" 体育,pan zhanle,NEV-A PLAY ⁷,f,en,pan zhanle is just a fucking beast dude like get with it or get over it !!!", 体育pan zhanleneva play ⁷fenpan zhanle is just a fucking beast dude like get with it or get over it ,0,1
" 体育,pan zhanle,Sinai,t,en,Pan Zhanle in the Paris Olympics", 体育pan zhanlesinaitenpan zhanle in the paris olympics,0,0
" 体育,pan zhanle,ひ,f,en,Pan Zhanle is a monster man", 体育pan zhanleひfenpan zhanle is a monster man,2,2
" 体育,pan zhanle,Lauren ,f,en,What an anchor leg from Pan Zhanle WOW", 体育pan zhanlelauren fenwhat an anchor leg from pan zhanle wow,2,2
" 体育,pan zhanle,Àwùjalẹ̀,f,en,No way Pan Zhanle is human.", 体育pan zhanleàwùjalèfenno way pan zhanle is human,1,2
" 体育,pan zhanle,boots,f,en,WOAAHHHH CHN MEN’S 4x100m MEDLEY WONN THE GOLD MEDAL!!!!!! WHAT A SWIMM PAN ZHANLE", 体育pan zhanlebootsfenwoaahhhh chn mens xm medley wonn the gold medal what a swimm pan zhanle,1,1
" 体育,pan zhanle,HonestHoops,f,en,Pan zhanle is toooooo good", 体育pan zhanlehonesthoopsfenpan zhanle is toooooo good,2,2
" 体育,pan zhanle,Lord Bebo,t,en, “It feels like you look down on us” Chinese swimmer Pan Zhanle says the US team looks down on them and splashed their trainer. Why do they look down on China?", 体育pan zhanlelord beboten it feels like you look down on us chinese swimmer pan zhanle says the us team looks down on them and splashed their trainer why do they look down on china,0,0
" 体育,pan zhanle,Rising tensions,t,en,We are in a new Cold War. US athletes have been despicable towards Chinese athletes. It also occurred to Pan Zhanle.", 体育pan zhanlerising tensionstenwe are in a new cold war us athletes have been despicable towards chinese athletes it also occurred to pan zhanle,1,1
" 体育,pan zhanle,vishwaguru respector,t,en,Another upset by the Chinese after pan Zhanle Chinese are the disruptors  of traditional dominance.", 体育pan zhanlevishwaguru respectortenanother upset by the chinese after pan zhanle chinese are the disruptors  of traditional dominance,0,2
" 体育,pan zhanle,adé,f,en,sinophobia has always existed because how the fuck do you justify pan zhanle being tested 20 times for doping THIS week? https://x.com/ikonate_/statu/ikonate_/status/1819664123170312426…", 体育pan zhanleadéfensinophobia has always existed because how the fuck do you justify pan zhanle being tested  times for doping this week httpsxcomikonate_statuikonate_status,1,0
" 体育,pan zhanle,Marco,f,en,not sure if it's anti-china bias, but - what are we not talking enough about Zhanle Pan's world record? That is by far the most impressive feat in the last three olympic games", 体育pan zhanlemarcofennot sure if its antichina bias but  what are we not talking enough about zhanle pans world record that is by far the most impressive feat in the last three olympic games,2,0
" 体育,pan zhanle,𝔻ℝ 𝕁𝕆ℕ𝔼𝕊,f,en,Great race from the French team. Pan Zhanle almost nicked the win for china though with a brilliant 100m freestyle leg. Remember that he's the world record holder of the 100m freestyle.", 体育pan zhanle𝔻ℝ 𝕁𝕆ℕ𝔼𝕊fengreat race from the french team pan zhanle almost nicked the win for china though with a brilliant m freestyle leg remember that hes the world record holder of the m freestyle,2,2
